StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q0,Q1,Q3,Q2,Q28,Q11,Q12,Q13_1,Q13_2,Q13_3,Q13_4,Q4,Q5,Q1,Q2_NPS_GROUP,Q2,Q8_NPS_GROUP,Q8,Q29_NPS_GROUP,Q29,Q9_NPS_GROUP,Q9,Q31_NPS_GROUP,Q31,Q32_NPS_GROUP,Q32,Q10_NPS_GROUP,Q10,Q33_NPS_GROUP,Q33,Q34_NPS_GROUP,Q34,Q36_NPS_GROUP,Q36,Q37_NPS_GROUP,Q37,Q38_NPS_GROUP,Q38,Q39_NPS_GROUP,Q39,Q40_NPS_GROUP,Q40,Q41_NPS_GROUP,Q41,Q43_NPS_GROUP,Q43,Q44_NPS_GROUP,Q44,Q45_NPS_GROUP,Q45,Q14_1,Q14_2,Q14_3,Q_DataPolicyViolations
2023-04-09 06:03:27,2023-04-09 06:04:49,0,120.17.44.149,100,82,1,2023-04-09 06:04:49,R_2P7n8wLdTeIr4ox,,,,,-33.8715,151.2006,anonymous,EN,3,2,2,2,2,2,4,2,1,3,4,"1,2,3",3,"1,2",1,3,1,5,,,1,3,1,5,,,1,3,2,7,,,2,8,2,8,,,3,10,2,8,,,,,3,10,3,10,5,5,5,
2023-04-09 06:04:26,2023-04-09 06:05:20,0,120.18.105.202,100,54,1,2023-04-09 06:05:21,R_1ouRsApZqxN8Gwn,,,,,-33.8715,151.2006,anonymous,EN,3,2,3,4,2,3,1,1,2,4,3,"3,4",3,"1,3",,,1,5,1,6,1,6,,,1,6,2,7,,,2,8,1,6,,,2,8,2,7,,,2,8,2,7,2,8,,,3,4,4,
2023-04-09 06:04:36,2023-04-09 06:05:56,0,120.18.24.197,100,79,1,2023-04-09 06:05:56,R_3HFz1pefSIZ9kTX,,,,,-33.8715,151.2006,anonymous,EN,3,2,2,3,4,2,3,1,4,3,2,"2,3",3,2,1,4,,,,,,,1,6,,,,,2,7,,,,,1,5,,,,,1,6,,,,,,,1,5,4,5,4,
2023-04-09 06:04:46,2023-04-09 06:05:59,0,120.18.157.86,100,72,1,2023-04-09 06:05:59,R_3P11d7i2Rfg5kkx,,,,,-33.8715,151.2006,anonymous,EN,3,2,3,4,3,1,3,1,3,2,4,"1,3",2,1,,,1,5,,,1,5,,,,,1,5,,,,,1,5,,,,,1,5,,,,,,,1,5,,,4,4,4,
2023-04-09 06:05:31,2023-04-09 06:06:15,0,120.18.105.202,100,43,1,2023-04-09 06:06:16,R_3PXdnvqDB2qN126,,,,,-33.8715,151.2006,anonymous,EN,3,2,3,4,5,3,3,1,4,2,3,3,4,3,,,,,2,7,,,,,2,7,,,,,2,7,,,,,2,7,,,,,2,7,2,7,,,,,1,1,3,
2023-04-09 06:06:00,2023-04-09 06:07:17,0,120.18.24.197,100,77,1,2023-04-09 06:07:18,R_2uFpqmiklFugviF,,,,,-33.8715,151.2006,anonymous,EN,3,2,2,4,2,1,3,2,1,3,4,"1,2",3,"1,2",1,5,1,6,,,1,6,2,7,,,1,6,2,8,,,1,6,2,7,,,1,6,1,6,,,,,1,6,1,6,,,,
2023-04-09 06:06:01,2023-04-09 06:07:26,0,120.18.157.86,100,84,1,2023-04-09 06:07:27,R_2Bb3Tot80iOKAIA,,,,,-33.8715,151.2006,anonymous,EN,3,2,2,4,3,2,3,3,2,1,4,"1,2",2,"1,2",2,8,1,5,,,1,5,1,6,,,1,6,1,6,,,2,7,1,6,,,1,5,2,7,,,,,1,5,1,5,,,,
2023-04-09 06:07:38,2023-04-09 06:10:06,0,43.252.112.100,100,148,1,2023-04-09 06:10:07,R_00QK0VKpINBeMHn,,,,,-33.8715,151.2006,anonymous,EN,3,2,3,2,4,2,2,4,3,1,2,3,1,1,,,2,8,,,2,8,,,,,2,7,,,,,2,7,,,,,1,6,,,,,,,2,7,,,5,4,2,
2023-04-09 06:23:07,2023-04-09 06:25:19,0,120.17.232.252,100,132,1,2023-04-09 06:25:19,R_1lbCLKsJ55GNDAn,,,,,-33.8715,151.2006,anonymous,EN,3,2,2,5,2,2,3,1,2,3,4,11,3,"1,2,3",1,4,1,4,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,,,,
2023-04-09 06:45:38,2023-04-09 06:48:29,0,202.7.250.166,100,171,1,2023-04-09 06:48:29,R_3IVTPrCo3IDB2td,,,,,-33.8715,151.2006,anonymous,EN,3,2,3,4,4,2,4,1,3,2,4,"1,11",1,"1,2",1,6,1,6,,,1,5,1,5,,,2,7,2,7,,,1,0,1,0,,,1,3,1,3,,,,,1,6,1,5,,,,
2023-04-09 06:06:27,2023-04-09 06:59:09,0,120.18.105.202,100,3162,1,2023-04-09 06:59:10,R_1jT8Zs5qnxjcOwe,,,,,-33.8715,151.2006,anonymous,EN,3,2,1,1,2,2,2,1,3,4,2,"3,11",2,"1,2,3",2,7,2,7,2,7,2,8,2,8,2,8,3,9,3,9,3,9,1,5,1,6,2,7,2,7,2,7,2,8,2,7,2,7,2,8,3,4,4,
2023-04-09 06:59:16,2023-04-09 07:00:03,0,120.18.105.202,100,46,1,2023-04-09 07:00:03,R_1hYCUpO4PPZfgEb,,,,,-33.8715,151.2006,anonymous,EN,3,2,3,4,2,2,1,2,3,1,4,"2,4",3,"1,2",1,4,2,8,,,1,5,2,8,,,1,6,2,8,,,1,6,2,8,,,1,6,2,8,,,,,2,7,2,8,3,4,4,
2023-04-09 07:00:10,2023-04-09 07:01:32,0,120.18.105.202,100,82,1,2023-04-09 07:01:33,R_W6EpguBAJ8GrGjT,,,,,-33.8715,151.2006,anonymous,EN,3,2,2,3,4,3,2,2,1,3,4,3,3,2,3,10,,,,,,,3,10,,,,,3,10,,,,,3,10,,,,,3,10,,,,,,,3,10,5,5,5,
2023-04-02 08:02:06,2023-04-02 08:04:14,0,139.5.108.180,3,128,0,2023-04-09 08:04:16,R_248KwkG5ko4tdpd,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-09 08:14:47,2023-04-09 08:15:39,0,120.18.105.202,100,52,1,2023-04-09 08:15:40,R_1HhQoQhfQmQyADZ,,,,,-33.8715,151.2006,anonymous,EN,3,2,3,4,3,3,3,1,2,4,3,"2,4",4,1,,,2,7,,,2,8,,,,,2,7,,,,,2,8,,,,,2,7,,,,,,,2,7,,,4,5,3,
2023-04-02 08:17:36,2023-04-02 08:17:44,0,49.186.212.90,3,8,0,2023-04-09 08:17:49,R_Aty9p5ZNHtyX2r7,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-02 08:57:43,2023-04-02 08:58:11,0,103.120.10.196,3,27,0,2023-04-09 08:58:14,R_1nTLLweFgh4UhSo,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-09 09:27:17,2023-04-09 09:29:05,0,71.172.48.179,100,108,1,2023-04-09 09:29:06,R_23dCpave2FOvSxb,,,,,40.7182,-74.0476,anonymous,EN,3,1,3,4,4,1,3,3,1,2,4,11,1,2,2,7,,,,,,,2,8,,,,,3,9,,,,,3,9,,,,,3,9,,,,,,,3,9,,,,
2023-04-09 09:43:14,2023-04-09 09:46:11,0,43.252.112.166,100,176,1,2023-04-09 09:46:12,R_21FHaVvx87QgJhe,,,,,-33.8715,151.2006,anonymous,EN,3,2,3,4,5,1,6,1,3,4,2,1,1,"1,2,3",2,8,2,7,3,10,2,7,2,8,3,9,2,7,2,8,3,9,1,5,2,7,2,7,1,2,1,6,3,10,3,10,1,5,1,6,,,,
2023-04-09 09:46:38,2023-04-09 09:48:05,0,220.233.199.187,100,86,1,2023-04-09 09:48:05,R_6JWD38U9JSw50aZ,,,,,-33.8715,151.2006,anonymous,EN,3,2,2,3,4,2,2,1,2,4,3,1,1,1,,,3,10,,,3,10,,,,,3,10,,,,,3,10,,,,,3,10,,,,,,,3,10,,,,,,
2023-04-09 09:48:42,2023-04-09 09:52:20,0,49.186.93.111,100,218,1,2023-04-09 09:52:21,R_11j7ILzJ7XgFFgr,,,,,-33.8715,151.2006,anonymous,EN,3,2,2,4,3,2,2,1,2,3,4,1,1,"1,2",1,6,1,6,,,1,3,1,3,,,2,8,2,8,,,1,6,1,6,,,2,8,2,8,,,,,2,8,1,6,,,,
2023-04-09 09:54:09,2023-04-09 09:55:41,0,43.252.112.166,100,92,1,2023-04-09 09:55:41,R_PORBrV0enmTxBzb,,,,,-33.8715,151.2006,anonymous,EN,3,2,2,3,4,2,3,2,3,1,4,1,1,"1,2",3,9,2,7,,,2,7,2,7,,,3,9,1,6,,,2,7,2,8,,,1,3,2,8,,,,,1,5,2,8,,,,
2023-04-09 10:24:16,2023-04-09 18:13:14,0,43.252.113.66,100,28137,1,2023-04-09 18:13:14,R_WrF8ZuGPlOVsetj,,,,,-33.8715,151.2006,anonymous,EN,3,2,3,4,4,2,3,4,2,3,1,"1,11",1,"1,2",2,7,1,5,,,1,5,2,8,,,2,7,2,7,,,2,7,2,7,,,1,6,2,7,,,,,1,6,2,8,,,,
2023-04-02 08:03:58,2023-04-02 20:25:28,0,43.252.112.166,29,44490,0,2023-04-09 20:25:34,R_soFRVzHritcgnmN,,,,,,,anonymous,EN,2,2,1,4,3,3,2,2,1,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-09 08:15:45,2023-04-10 03:05:01,0,120.17.159.215,100,67755,1,2023-04-10 03:05:01,R_2rGburNPW49488e,,,,,-33.8715,151.2006,anonymous,EN,3,2,2,3,3,3,4,1,3,2,4,2,3,2,3,9,,,,,,,3,9,,,,,3,9,,,,,3,9,,,,,3,9,,,,,,,3,9,,,,
2023-04-10 03:05:04,2023-04-10 03:06:16,0,120.17.159.215,100,72,1,2023-04-10 03:06:17,R_25RAlplU0S0eNLN,,,,,-33.8715,151.2006,anonymous,EN,3,2,3,4,4,3,2,1,4,2,3,2,3,1,,,1,2,,,1,5,,,,,1,6,,,,,2,8,,,,,2,7,,,,,,,1,6,,,,,,
2023-04-10 03:59:07,2023-04-10 04:00:31,0,124.170.179.144,100,83,1,2023-04-10 04:00:32,R_pPHaB478lfYROCd,,,,,-33.8715,151.2006,anonymous,EN,3,2,1,4,4,2,4,4,2,1,3,1,1,2,1,6,,,,,,,1,5,,,,,1,5,,,,,2,7,,,,,2,7,,,,,,,2,7,,,,
2023-04-10 04:34:40,2023-04-10 04:35:44,0,124.170.179.144,100,63,1,2023-04-10 04:35:44,R_1dhKzh7U3I7IdTD,,,,,-33.8715,151.2006,anonymous,EN,3,2,3,2,2,1,4,1,2,3,4,1,1,"1,2",1,6,1,6,,,1,5,2,7,,,1,6,2,7,,,1,5,2,7,,,1,5,2,7,,,,,1,5,2,7,,,,
2023-04-10 04:35:50,2023-04-10 04:37:10,0,124.170.179.144,100,79,1,2023-04-10 04:37:10,R_2dM70ZSajeON7sm,,,,,-33.8715,151.2006,anonymous,EN,3,2,3,3,3,1,4,2,3,1,4,"1,2",1,2,1,6,,,,,,,1,6,,,,,1,5,,,,,1,5,,,,,1,5,,,,,,,1,5,,,,
2023-04-10 04:57:49,2023-04-10 04:58:58,0,124.170.179.144,100,68,1,2023-04-10 04:58:58,R_5uSM5PlbHChpwxX,,,,,-33.8715,151.2006,anonymous,EN,3,2,2,3,3,2,2,2,1,3,4,"1,2",1,2,2,7,,,,,,,1,5,,,,,2,7,,,,,2,8,,,,,2,7,,,,,,,1,4,,,,
2023-04-10 06:01:47,2023-04-10 06:02:36,0,124.170.179.144,100,49,1,2023-04-10 06:02:38,R_3q84ysBBnRsVuYj,,,,,-33.8715,151.2006,anonymous,EN,3,2,2,3,1,1,3,2,1,3,4,"2,3",3,2,1,4,,,,,,,1,6,,,,,1,4,,,,,2,7,,,,,1,6,,,,,,,1,5,3,4,4,
2023-04-06 04:24:42,2023-04-11 03:43:11,0,49.180.6.72,100,429508,1,2023-04-11 03:43:12,R_2qlRkschlVDQKRN,,,,,-33.8715,151.2006,anonymous,EN,3,2,2,3,3,3,5,1,2,3,4,1,3,3,,,,,3,9,,,,,,,,,,,3,9,,,,,2,8,,,,,2,8,2,8,,,,,,,,
2023-04-12 02:58:05,2023-04-12 02:59:30,0,103.120.10.196,100,85,1,2023-04-12 02:59:31,R_1I74lk1xPE4YQ4q,,,,,-33.8715,151.2006,anonymous,EN,3,2,1,4,3,2,2,2,1,3,4,2,2,"1,2",2,8,1,6,,,2,8,1,6,,,2,8,1,6,,,2,7,2,7,,,1,6,2,7,,,,,1,6,2,7,,,,
2023-04-12 20:51:05,2023-04-12 20:53:28,0,73.167.207.118,100,142,1,2023-04-12 20:53:28,R_3QVIHL7phRPX47T,,,,,42.3427,-71.0922,anonymous,EN,3,1,3,4,4,1,4,3,1,2,4,1,2,"2,3",2,7,,,2,8,,,2,7,2,7,,,2,7,1,6,,,2,8,1,5,,,2,8,1,6,2,8,,,1,5,,,,
2023-04-12 20:52:51,2023-04-12 20:54:33,0,103.120.10.196,100,101,1,2023-04-12 20:54:33,R_2roRNbAw4ai8AOJ,,,,,-33.8715,151.2006,anonymous,EN,3,2,3,2,3,2,2,4,1,2,3,1,1,1,,,1,5,,,1,5,,,,,1,5,,,,,1,5,,,,,1,5,,,,,,,1,5,,,,,,
2023-04-12 20:54:39,2023-04-12 20:55:35,0,103.120.10.196,100,56,1,2023-04-12 20:55:36,R_25Y1EdiQwHLwoU2,,,,,-33.8715,151.2006,anonymous,EN,3,2,2,2,4,2,1,2,1,3,4,1,2,2,1,6,,,,,,,1,6,,,,,1,6,,,,,1,6,,,,,2,7,,,,,,,2,8,,,,
2023-04-12 20:55:38,2023-04-12 20:56:25,0,103.120.10.196,100,46,1,2023-04-12 20:56:25,R_2YWcWvSzOhGb0z1,,,,,-33.8715,151.2006,anonymous,EN,3,2,2,3,2,1,2,3,2,4,1,"2,11",2,3,,,,,2,8,,,,,2,8,,,,,2,8,,,,,2,8,,,,,2,8,2,8,,,,,,,,
2023-04-12 20:56:44,2023-04-12 20:58:28,0,43.252.112.166,100,103,1,2023-04-12 20:58:28,R_1Ej8alpQYLomFwK,,,,,-33.8715,151.2006,anonymous,EN,3,2,3,1,2,2,4,2,3,1,4,2,3,1,,,3,10,,,2,7,,,,,3,10,,,,,3,10,,,,,3,10,,,,,,,2,8,,,,,,
2023-04-12 21:01:06,2023-04-12 21:02:01,0,103.120.10.196,100,55,1,2023-04-12 21:02:01,R_6mLLT0reZ8kKlO1,,,,,-33.8715,151.2006,anonymous,EN,3,2,3,3,2,2,2,4,2,3,1,1,1,1,,,1,4,,,1,4,,,,,1,4,,,,,1,4,,,,,1,4,,,,,,,1,4,,,,,,
2023-04-12 21:02:04,2023-04-12 21:03:51,0,103.120.10.196,100,106,1,2023-04-12 21:03:51,R_Rav7gB0VpHJtp3r,,,,,-33.8715,151.2006,anonymous,EN,3,2,1,2,4,1,2,3,1,2,4,3,3,"1,2",1,6,1,4,,,1,3,2,7,,,1,5,2,8,,,1,4,2,8,,,1,5,2,7,,,,,1,3,3,9,2,4,4,
2023-04-12 20:59:49,2023-04-12 21:06:02,0,150.203.2.243,100,373,1,2023-04-12 21:06:04,R_3lKPU0u8t1JK66Q,,,,,-35.2828,149.1283,anonymous,EN,3,2,2,4,3,2,3,4,1,2,3,1,1,"1,3",,,3,9,3,9,3,9,,,3,9,3,10,,,3,10,2,7,,,2,8,2,7,,,2,8,3,9,3,9,,,,,,
2023-04-12 20:55:43,2023-04-12 21:06:20,0,150.203.68.11,100,636,1,2023-04-12 21:06:22,R_AuE7MffHoliLCmd,,,,,-35.2828,149.1283,anonymous,EN,3,2,3,4,3,2,3,4,1,2,3,1,2,"1,3",,,2,8,2,8,2,8,,,3,9,3,10,,,3,10,3,9,,,1,5,2,7,,,2,7,3,9,2,7,,,,,,
2023-04-12 21:17:08,2023-04-12 21:18:34,0,103.120.10.196,100,86,1,2023-04-12 21:18:35,R_3pb8Ua2EaqEo26T,,,,,-33.8715,151.2006,anonymous,EN,3,2,4,3,3,2,2,1,3,2,4,11,2,"1,2,3",2,7,1,4,2,8,1,5,2,7,2,8,1,6,1,6,2,7,1,4,1,6,2,7,1,5,1,6,1,6,1,6,1,4,2,7,,,,
2023-04-12 21:41:01,2023-04-12 21:41:47,0,104.28.125.4,100,45,1,2023-04-12 21:41:47,R_YbKJDPGxMyJVLHj,,,,,-33.8715,151.2006,anonymous,ZH-S,3,2,2,2,2,2,3,1,3,2,4,2,2,2,2,8,,,,,,,2,8,,,,,1,3,,,,,2,8,,,,,1,5,,,,,,,1,6,,,,
2023-04-12 21:40:52,2023-04-15 22:42:43,0,103.120.10.196,100,262910,1,2023-04-15 22:42:44,R_3HkvDUkfNHPsDgI,,,,,-33.8715,151.2006,anonymous,ZH-S,3,2,1,1,4,3,1,1,2,4,3,4,1,"1,2",2,8,1,6,,,2,8,1,4,,,1,4,2,7,,,1,6,2,8,,,1,6,2,7,,,,,1,4,2,7,3,5,4,
2023-04-15 22:42:47,2023-04-15 22:44:00,0,103.120.10.196,100,72,1,2023-04-15 22:44:00,R_2CdHHh2j69xWHWd,,,,,-33.8715,151.2006,anonymous,ZH-S,3,2,2,3,4,2,2,2,1,4,3,1,1,"1,2",2,7,1,4,,,1,4,2,8,,,1,4,2,7,,,1,4,2,7,,,1,3,2,7,,,,,1,4,2,7,,,,
2023-04-09 05:38:31,2023-04-09 05:40:12,0,120.18.210.24,32,100,0,2023-04-16 05:40:20,R_WoOh3SP0AyMZKkp,,,,,,,anonymous,EN,3,2,4,1,5,1,1,1,3,2,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-09 05:43:17,2023-04-09 05:43:24,0,119.18.1.6,3,5,0,2023-04-16 05:43:24,R_3soVXUHejPve7s8,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-09 06:04:52,2023-04-09 06:06:36,0,120.17.44.149,3,103,0,2023-04-16 06:06:43,R_tLsM9td1OzYKDsJ,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-09 06:10:49,2023-04-09 06:11:07,0,101.184.42.72,3,17,0,2023-04-16 06:11:11,R_tLgFSJUu4FByetz,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-09 06:14:10,2023-04-09 06:14:24,0,101.113.147.64,3,13,0,2023-04-16 06:14:26,R_24GXf20ha2pLntu,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-09 06:13:01,2023-04-09 06:14:42,0,170.178.185.50,26,101,0,2023-04-16 06:14:52,R_2uVZfW0nGBI61Wu,,,,,,,anonymous,EN,3,2,3,4,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-09 06:23:24,2023-04-09 06:23:56,0,220.245.63.242,3,31,0,2023-04-16 06:24:02,R_2aD2O7RRXGS882N,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-09 06:29:13,2023-04-09 06:29:21,0,119.148.98.22,3,6,0,2023-04-16 06:29:26,R_2ZUBxX8gAhYSvto,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-09 06:58:51,2023-04-09 06:59:13,0,120.18.12.175,9,21,0,2023-04-16 06:59:13,R_1Lcahs0AY27nIw5,,,,,,,anonymous,EN,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-09 07:04:02,2023-04-09 07:06:38,0,103.252.202.163,38,155,0,2023-04-16 07:06:38,R_28CmBssts8Ltse5,,,,,,,anonymous,EN,3,1,3,3,4,2,2,2,4,3,1,"1,3,4,11",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-09 06:06:01,2023-04-09 06:07:26,4,120.18.157.86,100,84,1,2023-04-16 07:54:48,R_1HLXXZCaNcLGgnk,,,,,-33.8715,151.2006,anonymous,EN,3,2,2,4,3,2,3,3,2,1,4,"1,2",2,"1,2",2,8,1,5,,,1,5,1,6,,,1,6,1,6,,,2,7,1,6,,,1,5,2,7,,,,,1,5,1,5,,,,
2023-04-09 05:54:13,2023-04-09 05:56:57,4,1.144.29.108,100,163,1,2023-04-16 07:54:48,R_8BTeMOYkXpHj5uS,,,,,-33.8715,151.2006,anonymous,EN,3,2,2,3,4,2,4,3,4,1,2,"1,3,11",2,"1,2",2,8,2,8,,,2,8,2,8,,,2,7,2,7,,,3,10,3,10,,,3,9,3,9,,,,,3,9,3,9,5,5,5,
2023-04-09 06:03:25,2023-04-09 06:04:09,4,120.18.105.202,100,44,1,2023-04-16 07:54:48,R_9vMU4TPg1Xx10i2,,,,,-33.8715,151.2006,anonymous,EN,3,2,2,3,4,2,1,1,3,2,4,4,2,"1,2",3,9,2,8,,,3,9,2,7,,,3,9,1,6,,,3,10,2,7,,,3,10,2,8,,,,,2,8,2,8,4,3,2,
2023-04-09 06:59:16,2023-04-09 07:00:03,4,120.18.105.202,100,46,1,2023-04-16 07:54:48,R_b2hnkvkm791wRAa,,,,,-33.8715,151.2006,anonymous,EN,3,2,3,4,2,2,1,2,3,1,4,"2,4",3,"1,2",1,4,2,8,,,1,5,2,8,,,1,6,2,8,,,1,6,2,8,,,1,6,2,8,,,,,2,7,2,8,3,4,4,
2023-04-09 05:55:50,2023-04-09 05:57:00,4,120.18.157.86,100,70,1,2023-04-16 07:54:48,R_e8s3svPABxJsAjc,,,,,-33.8715,151.2006,anonymous,EN,3,1,1,5,4,3,1,3,2,4,1,1,1,"1,2",1,5,1,5,,,1,5,1,5,,,1,5,1,5,,,1,5,1,6,,,1,6,1,6,,,,,1,5,1,5,,,,
2023-04-09 05:45:53,2023-04-09 05:46:48,4,120.18.105.202,100,55,1,2023-04-16 07:54:48,R_09sgfXAm81yw7hc,,,,,-33.8715,151.2006,anonymous,EN,3,2,3,2,4,3,2,3,1,2,4,4,3,2,2,8,,,,,,,2,7,,,,,2,7,,,,,2,7,,,,,2,7,,,,,,,2,7,1,5,4,
2023-04-09 05:41:58,2023-04-09 05:43:03,4,120.18.157.86,100,65,1,2023-04-16 07:54:48,R_0MPg3S8tdMhZRau,,,,,-33.8715,151.2006,anonymous,EN,3,2,2,3,2,1,3,2,1,3,4,2,2,2,1,5,,,,,,,1,5,,,,,1,5,,,,,1,5,,,,,1,5,,,,,,,1,5,,,,
2023-04-02 08:29:09,2023-04-02 08:30:56,4,103.120.10.196,100,107,1,2023-04-16 07:54:48,R_0jGTdvq5JglEhls,,,,,-33.8715,151.2006,anonymous,EN,2,2,1,2,3,2,3,1,2,3,,1,1,"1,2,3",2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-12 20:56:44,2023-04-12 20:58:28,4,43.252.112.166,100,103,1,2023-04-16 07:54:48,R_1IaKMnMlFx76QHI,,,,,-33.8715,151.2006,anonymous,EN,3,2,3,1,2,2,4,2,3,1,4,2,3,1,,,3,10,,,2,7,,,,,3,10,,,,,3,10,,,,,3,10,,,,,,,2,8,,,,,,
2023-04-09 05:38:22,2023-04-09 05:40:29,4,120.18.157.86,100,126,1,2023-04-16 07:54:48,R_1RNNHnxTIJOFEAS,,,,,-33.8715,151.2006,anonymous,EN,3,2,3,3,4,2,4,2,1,3,4,"1,2",1,2,1,6,,,,,,,1,6,,,,,1,6,,,,,1,6,,,,,1,6,,,,,,,1,6,,,,
2023-04-09 05:42:55,2023-04-09 05:44:22,4,120.18.105.202,100,86,1,2023-04-16 07:54:48,R_20k0gpMUKvpOsKi,,,,,-33.8715,151.2006,anonymous,EN,3,2,3,4,3,1,3,1,2,3,4,4,5,"1,2,3",3,9,1,3,3,9,1,3,2,8,2,8,1,3,2,8,2,7,1,3,1,6,2,7,1,6,1,6,2,8,1,6,1,6,1,6,3,4,4,
2023-04-09 06:04:46,2023-04-09 06:05:59,4,120.18.157.86,100,72,1,2023-04-16 07:54:48,R_3BEqHt2jbUPr8Ds,,,,,-33.8715,151.2006,anonymous,EN,3,2,3,4,3,1,3,1,3,2,4,"1,3",2,1,,,1,5,,,1,5,,,,,1,5,,,,,1,5,,,,,1,5,,,,,,,1,5,,,4,4,4,
2023-04-09 05:40:22,2023-04-09 05:41:20,4,120.18.105.202,100,58,1,2023-04-16 07:54:48,R_3JmCDbDo7POlyJ0,,,,,-33.8715,151.2006,anonymous,EN,3,2,2,4,4,2,4,1,3,2,4,"3,4",4,2,3,9,,,,,,,3,9,,,,,3,9,,,,,2,7,,,,,2,7,,,,,,,2,8,2,5,3,
2023-04-02 08:57:43,2023-04-02 08:58:11,4,103.120.10.196,3,27,0,2023-04-16 07:54:48,R_3VguZUZtntyw5XE,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-09 06:02:28,2023-04-09 06:03:30,4,120.18.157.86,100,61,1,2023-04-16 07:54:48,R_3fb9jy3hokZFsKG,,,,,-33.8715,151.2006,anonymous,EN,3,2,3,4,3,2,2,3,2,4,1,2,2,2,1,6,,,,,,,1,5,,,,,1,5,,,,,1,5,,,,,1,5,,,,,,,1,5,,,,
2023-04-09 05:46:54,2023-04-09 05:47:32,4,120.18.105.202,100,37,1,2023-04-16 07:54:48,R_3khedf3CKzLxCaW,,,,,-33.8715,151.2006,anonymous,EN,,2,2,1,1,1,1,3,1,2,4,2,1,2,2,7,,,,,,,2,7,,,,,1,6,,,,,2,7,,,,,2,8,,,,,,,2,7,,,,
2023-04-02 08:19:49,2023-04-02 08:23:35,4,124.168.224.211,100,225,1,2023-04-16 07:54:48,R_3q6pfeJo0Ugvd4i,,,,,-33.8715,151.2006,anonymous,EN,2,2,3,3,4,2,1,,1,2,,1,1,"1,2,3",3,9,2,8,2,7,2,7,3,9,2,8,2,8,2,8,2,8,3,9,3,9,3,9,2,8,2,8,2,8,3,9,3,9,3,9,,,,
2023-04-09 05:46:14,2023-04-09 05:47:02,4,120.18.157.86,100,48,1,2023-04-16 07:54:48,R_3w4Pjzl4zJtTR9c,,,,,-33.8715,151.2006,anonymous,EN,,2,2,2,3,2,3,3,2,1,4,"1,2,3",2,2,1,6,,,,,,,1,5,,,,,1,4,,,,,1,6,,,,,1,4,,,,,,,1,5,4,4,3,
2023-04-09 05:52:28,2023-04-09 05:53:16,4,120.18.105.202,100,47,1,2023-04-16 07:54:48,R_40nemRY5KdHnvTw,,,,,-33.8715,151.2006,anonymous,EN,3,2,3,4,3,3,4,1,3,2,4,"3,4",2,2,2,7,,,,,,,2,8,,,,,2,8,,,,,3,9,,,,,3,10,,,,,,,3,9,2,5,2,
